Time,Value
9.35308,320921
9.3736,320921
9.39412,320921
9.41464,323065
9.43563,324137
9.45661,325209
9.4776,326281
9.49812,327353
9.51911,327889
9.53963,327889
9.5401,327889
9.56015,327889
9.56062,330569
9.58114,331641
9.60213,332713
9.62311,333785
9.6441,334857
9.66462,335929
9.68514,335929
9.68561,335929
9.70566,335929
9.70613,335929
9.72618,338609
9.74669,339681
9.76768,340753
9.78866,341825
9.80965,342897
9.83017,343969
9.85068,345041
9.8712,346113
9.87214,347185
9.89218,348257
9.89313,349329
9.91365,349865
9.91412,349865
9.93417,349865
9.93464,349865
9.93512,349865
9.95469,353081
9.9752,354153
9.99619,355225
10.0172,356297
10.0382,357369
10.0587,358441
10.0792,359513
10.0997,359513
10.1002,359513
10.1007,359513
10.1202,359513
10.1207,359513
10.1212,362729
10.1417,363801
10.1627,364873
10.1837,365945
10.2047,367017
10.2252,368089
10.2457,369161
10.2662,370233
10.2671,371305
10.2872,372377
10.2881,373449
10.3082,374521
10.3091,375593
10.3292,376665
10.3301,377737
10.3497,378809
10.3506,379881
10.3702,379881
10.3707,379881
10.3711,379881
10.3716,379881
10.3907,379881
10.3912,379881
10.3917,383633
10.4112,384705
10.4318,385777
10.4527,386849
10.4737,387921
10.4947,388993
10.5152,390065
10.5362,390601
10.5567,390601
10.5572,390601
10.5773,390601
10.5777,393281
10.5983,394353
10.6192,395425
10.6402,396497
10.6612,397569
10.6817,398641
10.7022,399713
10.7228,400785
10.7237,401857
10.7437,402929
10.7447,404001
10.7647,405073
10.7853,405609
10.7857,405609
10.7862,405609
10.8058,405609
10.8063,405609
10.8067,405609
10.8072,409361
10.8268,410433
10.8473,411505
10.8683,412577
10.8893,413649
10.9102,414721
10.9308,415793
10.9513,416865
10.9718,417937
10.9727,419009
10.9928,420081
10.9937,421153
11.0138,422225
11.0147,423297
11.0348,424369
11.0357,425441
11.0553,426513
11.0562,427585
11.0758,428657
11.0767,429729
11.0963,430801
11.0972,431873
11.1168,432945
11.1178,434017
11.1187,435089
11.1378,436161
11.1387,437233
11.1397,438305
11.1588,439377
11.1597,440449
11.1607,441521
11.1798,442593
11.1812,443129
11.1817,443129
11.2003,443129
11.2008,443129
11.2017,443129
11.2022,443129
11.2027,443129
11.2213,443129
11.2227,443129
12.2003,448489
12.2213,449561
12.2423,450633
12.2633,451705
12.2842,452777
12.3048,453849
12.3257,454385
12.3463,454385
12.3467,454385
12.3668,454385
12.3673,457065
12.3878,458137
12.4088,459209
12.4298,460281
12.4507,461353
12.4713,462425
12.4918,463497
12.5123,464569
12.5132,465641
12.5333,466713
12.5342,467785
12.5543,468857
12.5552,469929
12.5752,471001
12.5762,472073
12.5958,473145
12.5967,474217
12.6163,475289
12.6172,476361
12.6368,477433
12.6377,478505
12.6573,479577
12.6583,480649
12.6592,481721
12.6788,482257
12.6792,482257
12.6797,482257
12.6802,482257
12.6993,482257
12.6998,482257
12.7002,482257
12.7007,486545
12.7203,486545
12.7408,486545
12.7613,486545
12.7818,488689
13.0024,489225
13.0229,489225
13.0434,489225
13.0639,489225
13.0844,491369
13.1054,492441
13.1264,493513
13.1474,494585
13.1679,495657
13.1884,496729
13.2089,497801
13.2099,498873
13.2299,499945
13.2309,501017
13.2509,502089
13.2519,503161
13.2719,504233
13.2729,504233
13.2733,504233
13.2924,504233
13.2929,504233
13.2934,504233
13.2939,504233
13.3129,507985
13.3139,509057
13.3344,510129
13.3554,511201
13.3764,512273
13.3974,513345
13.4179,514417
13.4384,515489
13.4589,516561
13.4599,517633
13.4799,518705
13.4809,519777
13.5009,520849
13.5018,521921
13.5219,522993
13.5228,524065
13.5424,525137
13.5433,526209
13.5629,527281
13.5643,527817
13.5834,527817
13.5839,527817
13.5849,527817
13.5853,527817
13.604,527817
13.6044,531569
13.6058,532641
13.6264,533713
13.8469,534249
13.8674,534249
13.8879,534249
13.9084,534249
13.929,536393
13.9499,537465
13.9709,538537
13.9919,538537
13.9924,538537
14.0124,538537
14.0129,538537
14.033,541217
14.0535,542289
14.0745,543361
14.0954,544433
14.1164,545505
14.1369,546577
14.1575,547649
14.178,548721
14.1789,549793
14.199,550865
14.1999,551937
14.22,553009
14.2209,554081
14.2409,555153
14.2419,556225
14.2615,557297
14.2624,558369
14.282,559441
14.2829,560513
14.3025,561585
14.3034,562657
14.323,563729
14.3239,564801
14.3249,565873
14.3445,566409
14.3449,566409
14.3454,566409
14.3459,566409
14.365,566409
14.3655,566409
14.3659,566409
14.3664,570697
14.386,571769
14.407,572841
14.6275,573377
14.648,573377
14.6485,573377
14.6685,573377
14.669,573377
14.689,576057
14.7096,577129
14.7305,578201
14.7515,579273
14.7725,580345
14.793,581417
14.8135,582489
14.8341,583561
14.835,584633
14.8555,585169
14.856,585169
14.8765,585169
14.877,585169
14.897,586777
14.9176,586777
14.9381,588921
14.9586,589993
14.9796,591065
15.0006,592137
15.0216,593209
15.0421,594281
15.0626,595353
15.0831,596425
15.0841,597497
15.1041,598569
15.105,599641
15.1251,600713
15.126,601785
15.1465,602321
15.1475,602321
15.1671,602321
15.1675,602321
15.168,602321
15.1876,603393
15.1885,606073
15.2091,607145
15.23,607145
15.2506,607145
15.2711,607145
15.2916,609289
15.3126,609289
15.3331,609289
16.3121,610897
16.5326,611433
16.5532,611433
16.5737,611433
16.5942,611433
16.6147,613577
16.6357,614649
16.6567,615721
16.6777,616793
16.6982,617865
16.7187,618937
16.7392,620009
16.7402,621081
16.7602,622153
16.7807,622689
16.7812,622689
16.8013,622689
16.8017,622689
16.8218,625369
16.8423,625369
16.8628,625369
16.8833,625369
16.9039,627513
16.9244,628585
16.9454,629657
16.9663,629657
16.9869,629657
17.9659,631265
17.9869,632337
18.0078,633409
18.0288,634481
18.0498,635553
18.0703,636625
18.0908,637697
18.1114,638769
18.1123,639841
18.1323,640913
18.1333,641985
18.1533,643057
18.1543,644129
18.1743,645201
18.1753,646273
18.1948,647345
18.1963,647881
18.2154,647881
18.2158,647881
18.2168,647881
18.2173,647881
18.2359,647881
18.2363,651633
18.2378,652705
18.2583,652705
19.2583,653777
19.2793,654849
19.3003,655921
19.3212,656993
19.3422,658065
19.3627,659137
19.3833,660209
19.4038,661281
19.4047,661281
19.4243,661281
19.4248,661281
19.4253,661281
19.4453,663961
19.4658,663961
19.4863,663961
19.5069,663961
19.5274,666105
19.5479,667177
19.5689,668249
19.5899,669321
19.6108,670393
19.6314,671465
19.6519,672537
19.6724,673609
19.6733,674681
19.6934,675753
19.6943,675753
19.7139,675753
19.7144,675753
19.7149,675753
19.7344,675753
19.7349,678969
19.7554,680041
19.7764,681113
19.7974,682185
19.8184,683257
19.8389,684329
19.8594,685401
19.8799,685401
19.8804,685401
19.8809,685401
19.9004,685401
19.9009,685401
19.9014,688617
19.9219,689689
19.9429,690761
19.9639,691833
19.9849,692905
20.0054,693977
20.01,694513
20.0264,695585
20.0474,696657
20.0483,697729
20.0683,698801
20.0693,699873
20.0893,700945
20.0903,702017
20.1103,703089
20.1113,704161
20.1308,705233
20.1318,706305
20.1518,706841
20.1523,706841
20.1528,706841
20.1733,706841
20.1738,708985
20.1938,708985
20.1943,708985
20.2143,708985
20.2148,709521
20.2349,712201
20.2554,712201
20.2759,712201
20.2964,712201
20.3169,714345
20.3379,714345
20.3585,714345
20.379,714345
20.3995,716489
20.4205,717561
20.4415,718633
20.4624,719705
20.483,720777
20.5035,721849
20.524,722921
20.5249,723993
20.545,725065
20.5459,726137
20.566,727209
20.5669,728281
20.587,729353
20.5879,730425
20.6075,731497
20.6084,732569
20.628,733641
20.6289,734713
20.6485,735785
20.6494,736857
20.669,737929
20.67,739001
20.6709,740073
20.69,741145
20.6909,742217
20.6919,743289
20.711,744361
20.7119,745433
20.7129,746505
20.732,747577
20.7329,748649
20.7339,749721
20.753,750793
20.7539,751865
20.7549,752937
20.7735,754009
20.7744,755081
20.7754,755081
20.7758,755081
20.794,755081
20.7945,755081
20.7949,755081
20.7954,755081
20.7959,755081
20.7964,755081
20.7968,755081
20.8145,760441
20.8159,761513
20.8169,762585
20.835,763657
20.8369,764729
20.8379,765801
20.856,766873
20.8574,767945
20.8584,769017
20.8765,770089
20.878,771161
20.8789,772233
20.8798,773305
20.8975,773305
20.8985,773305
20.8989,773305
20.8994,773305
20.9004,773305
20.9008,773305
20.919,773305
20.9195,775985
20.9214,775985
20.9395,777593
20.94,777593
20.9405,777593
20.9419,777593
20.9601,777593
20.9605,778665
20.961,778665
20.9615,782417
20.9624,783489
20.9811,784561
20.9815,784561
20.9825,785633
21.0016,785633
21.0035,785633
21.0221,785633
21.024,785633
21.0426,786705
21.0445,787241
21.045,789385
21.065,789921
21.0655,789921
21.0856,789921
21.086,789921
21.0865,789921
21.1061,793137
21.107,794209
21.1275,795281
21.148,796353
21.1686,797425
21.1695,798497
21.1896,799569
21.1905,800641
21.2105,801713
21.2115,802785
21.232,803321
21.2325,803321
21.2329,803321
21.2525,803321
21.253,803321
21.2535,803321
21.2735,803321
21.274,803321
21.294,803321
21.2945,803321
21.3146,803321
21.315,803321
21.3351,803321
21.3356,803321
21.3556,803321
21.3561,803321
21.3761,803321
21.3766,803321
21.3966,803321
21.3971,803321
21.4172,803321
21.4176,803321
21.4377,803321
21.4582,803321
21.4787,803321
21.4993,803321
21.5198,803321
21.5203,803321
21.5408,803321
21.5613,803321
21.5818,803321
21.6024,803321
21.6229,803321
21.6434,803321
21.6636,803321
