Time,Value
1.02009,0
1.02009,4.29497e+09
1.17167,4.29497e+09
1.17167,7504
1.33551,7504
1.33551,7192
1.80245,7192
1.80245,6656
2.7656,6656
2.7656,1536
3.17966,1536
3.17966,3216
3.36574,3216
3.36574,3618
3.36904,3618
3.36904,4020
4.54734,4020
4.54734,1536
4.9959,1536
4.9959,1187
5.16194,1187
5.16194,1094
5.24403,1094
5.24403,1072
20.7744,1072
20.7744,3216
20.961,3216
20.961,2680
21.0221,2680
21.0221,2251
21.0856,2251
21.0856,1715
